AttendanceID,MemberID,MatchID,Attended,TicketsUsed,CheckInTime
ATT00608,MEM0034,M014,No,0,
ATT00609,MEM0034,M015,Yes,2,18:10
ATT00610,MEM0034,M016,No,0,
ATT00611,MEM0034,M017,No,0,
ATT00612,MEM0034,M018,No,0,
ATT00613,MEM0035,M001,Yes,1,19:35
ATT00614,MEM0035,M002,Yes,1,19:00
ATT00615,MEM0035,M003,No,0,
ATT00616,MEM0035,M004,No,0,
ATT00617,MEM0035,M005,Yes,1,19:35
ATT00618,MEM0035,M006,No,0,
ATT00619,MEM0035,M007,Yes,1,18:05
ATT00620,MEM0035,M008,Yes,1,19:25
ATT00621,MEM0035,M009,Yes,1,18:25
ATT00622,MEM0035,M010,No,0,
ATT00623,MEM0035,M011,No,0,
ATT00624,MEM0035,M012,Yes,1,19:20
ATT00625,MEM0035,M013,No,0,
ATT00626,MEM0035,M014,Yes,1,20:40
ATT00627,MEM0035,M015,Yes,1,18:25
ATT00628,MEM0035,M016,Yes,1,19:20
ATT00629,MEM0035,M017,No,0,
ATT00630,MEM0035,M018,Yes,1,18:05
ATT00631,MEM0036,M001,Yes,3,19:05
ATT00632,MEM0036,M002,No,0,
ATT00633,MEM0036,M003,Yes,4,19:25
ATT00634,MEM0036,M004,Yes,4,18:40
ATT00635,MEM0036,M005,Yes,4,18:10
ATT00636,MEM0036,M006,Yes,4,18:25
ATT00637,MEM0036,M007,Yes,4,18:10
ATT00638,MEM0036,M008,Yes,4,18:10
ATT00639,MEM0036,M009,No,0,
ATT00640,MEM0036,M010,No,0,
ATT00641,MEM0036,M011,Yes,3,19:30
ATT00642,MEM0036,M012,Yes,4,18:05
ATT00643,MEM0036,M013,Yes,4,19:00
ATT00644,MEM0036,M014,No,0,
ATT00645,MEM0036,M015,Yes,2,19:35
ATT00646,MEM0036,M016,Yes,4,18:30
ATT00647,MEM0036,M017,Yes,3,19:05
ATT00648,MEM0036,M018,No,0,
ATT00649,MEM0037,M001,Yes,1,20:55
ATT00650,MEM0037,M002,Yes,1,18:45
ATT00651,MEM0037,M003,Yes,1,18:20
ATT00652,MEM0037,M004,No,0,
ATT00653,MEM0037,M005,No,0,
ATT00654,MEM0037,M006,Yes,1,19:30
ATT00655,MEM0037,M007,No,0,
ATT00656,MEM0037,M008,Yes,1,19:00
ATT00657,MEM0037,M009,Yes,1,19:20
ATT00658,MEM0037,M010,No,0,
ATT00659,MEM0037,M011,No,0,
ATT00660,MEM0037,M012,Yes,1,18:50
ATT00661,MEM0037,M013,Yes,1,19:10
ATT00662,MEM0037,M014,Yes,1,19:25
ATT00663,MEM0037,M015,Yes,1,19:25
ATT00664,MEM0037,M016,No,0,
ATT00665,MEM0037,M017,No,0,
ATT00666,MEM0037,M018,Yes,1,18:45
ATT00667,MEM0038,M001,Yes,1,18:45
ATT00668,MEM0038,M002,No,0,
ATT00669,MEM0038,M003,Yes,4,18:05
ATT00670,MEM0038,M004,No,0,
ATT00671,MEM0038,M005,Yes,1,19:55
ATT00672,MEM0038,M006,Yes,1,18:30
ATT00673,MEM0038,M007,No,0,
ATT00674,MEM0038,M008,No,0,
ATT00675,MEM0038,M009,No,0,
ATT00676,MEM0038,M010,Yes,1,19:05
ATT00677,MEM0038,M011,No,0,
ATT00678,MEM0038,M012,No,0,
ATT00679,MEM0038,M013,No,0,
ATT00680,MEM0038,M014,Yes,1,20:15
ATT00681,MEM0038,M015,No,0,
ATT00682,MEM0038,M016,No,0,
ATT00683,MEM0038,M017,No,0,
ATT00684,MEM0038,M018,Yes,4,19:45
ATT00685,MEM0039,M001,Yes,1,19:35
ATT00686,MEM0039,M002,Yes,2,19:15
ATT00687,MEM0039,M003,Yes,1,18:40
ATT00688,MEM0039,M004,Yes,1,20:10
ATT00689,MEM0039,M005,Yes,1,20:15
ATT00690,MEM0039,M006,No,0,
ATT00691,MEM0039,M007,No,0,
ATT00692,MEM0039,M008,Yes,2,19:05
ATT00693,MEM0039,M009,Yes,1,19:45
ATT00694,MEM0039,M010,Yes,1,20:00
ATT00695,MEM0039,M011,No,0,
ATT00696,MEM0039,M012,Yes,1,19:50
ATT00697,MEM0039,M013,No,0,
ATT00698,MEM0039,M014,Yes,2,20:20
ATT00699,MEM0039,M015,Yes,2,18:25
ATT00700,MEM0039,M016,Yes,2,18:35
ATT00701,MEM0039,M017,Yes,2,18:35
ATT00702,MEM0039,M018,Yes,1,18:15
ATT00703,MEM0040,M001,No,0,
ATT00704,MEM0040,M002,Yes,3,18:30
ATT00705,MEM0040,M003,Yes,5,18:35
ATT00706,MEM0040,M004,No,0,
ATT00707,MEM0040,M005,Yes,2,19:05
ATT00708,MEM0040,M006,Yes,2,18:00
ATT00709,MEM0040,M007,Yes,3,18:20
ATT00710,MEM0040,M008,Yes,2,18:05
ATT00711,MEM0040,M009,No,0,
ATT00712,MEM0040,M010,Yes,3,19:45
ATT00713,MEM0040,M011,Yes,5,18:15
ATT00714,MEM0040,M012,Yes,4,20:40
ATT00715,MEM0040,M013,Yes,4,18:40
ATT00716,MEM0040,M014,No,0,
ATT00717,MEM0040,M015,Yes,3,19:30
ATT00718,MEM0040,M016,Yes,4,18:50
ATT00719,MEM0040,M017,No,0,
ATT00720,MEM0040,M018,Yes,3,18:15
ATT00721,MEM0041,M001,Yes,2,18:25
ATT00722,MEM0041,M002,No,0,
ATT00723,MEM0041,M003,Yes,2,19:40
ATT00724,MEM0041,M004,Yes,2,20:30
ATT00725,MEM0041,M005,Yes,2,19:05
ATT00726,MEM0041,M006,Yes,2,20:25
ATT00727,MEM0041,M007,No,0,
ATT00728,MEM0041,M008,Yes,2,18:50
ATT00729,MEM0041,M009,Yes,2,18:05
ATT00730,MEM0041,M010,No,0,
ATT00731,MEM0041,M011,Yes,2,18:30
ATT00732,MEM0041,M012,Yes,2,19:35
ATT00733,MEM0041,M013,No,0,
ATT00734,MEM0041,M014,Yes,2,19:30
ATT00735,MEM0041,M015,No,0,
ATT00736,MEM0041,M016,No,0,
ATT00737,MEM0041,M017,No,0,
ATT00738,MEM0041,M018,Yes,2,20:05
ATT00739,MEM0042,M001,Yes,6,18:05
ATT00740,MEM0042,M002,Yes,4,19:35
ATT00741,MEM0042,M003,No,0,
ATT00742,MEM0042,M004,No,0,
ATT00743,MEM0042,M005,No,0,
ATT00744,MEM0042,M006,Yes,6,19:00
ATT00745,MEM0042,M007,No,0,
ATT00746,MEM0042,M008,Yes,6,18:05
ATT00747,MEM0042,M009,Yes,4,19:55
ATT00748,MEM0042,M010,No,0,
ATT00749,MEM0042,M011,No,0,
ATT00750,MEM0042,M012,Yes,2,18:00
ATT00751,MEM0042,M013,Yes,2,19:30
ATT00752,MEM0042,M014,No,0,
ATT00753,MEM0042,M015,No,0,
ATT00754,MEM0042,M016,No,0,
ATT00755,MEM0042,M017,No,0,
ATT00756,MEM0042,M018,Yes,2,18:30
ATT00757,MEM0043,M001,Yes,1,20:35
ATT00758,MEM0043,M002,No,0,
ATT00759,MEM0043,M003,Yes,1,19:50
ATT00760,MEM0043,M004,No,0,
ATT00761,MEM0043,M005,Yes,1,18:15
ATT00762,MEM0043,M006,Yes,1,18:15
ATT00763,MEM0043,M007,Yes,1,20:00
ATT00764,MEM0043,M008,Yes,1,19:45
ATT00765,MEM0043,M009,Yes,1,19:05
ATT00766,MEM0043,M010,No,0,
ATT00767,MEM0043,M011,Yes,1,19:15
ATT00768,MEM0043,M012,Yes,1,20:25
ATT00769,MEM0043,M013,Yes,1,20:40
ATT00770,MEM0043,M014,Yes,1,18:45
ATT00771,MEM0043,M015,No,0,
ATT00772,MEM0043,M016,Yes,1,18:50
ATT00773,MEM0043,M017,Yes,1,18:50
ATT00774,MEM0043,M018,No,0,
ATT00775,MEM0044,M001,No,0,
ATT00776,MEM0044,M002,No,0,
ATT00777,MEM0044,M003,No,0,
ATT00778,MEM0044,M004,Yes,1,19:45
ATT00779,MEM0044,M005,No,0,
ATT00780,MEM0044,M006,No,0,
ATT00781,MEM0044,M007,No,0,
ATT00782,MEM0044,M008,Yes,1,19:50
ATT00783,MEM0044,M009,Yes,1,19:05
ATT00784,MEM0044,M010,No,0,
ATT00785,MEM0044,M011,Yes,1,19:45
ATT00786,MEM0044,M012,Yes,1,18:10
ATT00787,MEM0044,M013,No,0,
ATT00788,MEM0044,M014,No,0,
ATT00789,MEM0044,M015,No,0,
ATT00790,MEM0044,M016,No,0,
ATT00791,MEM0044,M017,Yes,1,19:30
ATT00792,MEM0044,M018,No,0,
ATT00793,MEM0045,M001,No,0,
ATT00794,MEM0045,M002,No,0,
ATT00795,MEM0045,M003,Yes,4,20:00
ATT00796,MEM0045,M004,Yes,2,20:15
ATT00797,MEM0045,M005,Yes,2,19:30
ATT00798,MEM0045,M006,Yes,6,18:15
ATT00799,MEM0045,M007,Yes,6,19:50
ATT00800,MEM0045,M008,Yes,6,18:05
ATT00801,MEM0045,M009,No,0,
ATT00802,MEM0045,M010,Yes,6,18:30
ATT00803,MEM0045,M011,No,0,
ATT00804,MEM0045,M012,Yes,6,18:20
ATT00805,MEM0045,M013,No,0,
ATT00806,MEM0045,M014,Yes,3,19:45
ATT00807,MEM0045,M015,Yes,4,19:35
ATT00808,MEM0045,M016,Yes,3,18:50
ATT00809,MEM0045,M017,Yes,3,18:20
ATT00810,MEM0045,M018,Yes,4,20:35
ATT00811,MEM0046,M001,Yes,1,18:30
ATT00812,MEM0046,M002,Yes,1,18:15
ATT00813,MEM0046,M003,Yes,1,20:30
ATT00814,MEM0046,M004,Yes,1,18:40
ATT00815,MEM0046,M005,Yes,1,19:50
ATT00816,MEM0046,M006,No,0,
ATT00817,MEM0046,M007,Yes,1,18:10
ATT00818,MEM0046,M008,No,0,
ATT00819,MEM0046,M009,Yes,1,19:40
ATT00820,MEM0046,M010,No,0,
ATT00821,MEM0046,M011,Yes,1,20:45
ATT00822,MEM0046,M012,Yes,1,20:15
ATT00823,MEM0046,M013,Yes,1,18:25
ATT00824,MEM0046,M014,Yes,1,20:45
ATT00825,MEM0046,M015,Yes,1,19:40
ATT00826,MEM0046,M016,No,0,
ATT00827,MEM0046,M017,No,0,
ATT00828,MEM0046,M018,Yes,1,19:40
ATT00829,MEM0047,M001,Yes,1,19:30
ATT00830,MEM0047,M002,Yes,1,19:30
ATT00831,MEM0047,M003,Yes,1,20:20
ATT00832,MEM0047,M004,Yes,1,18:05
ATT00833,MEM0047,M005,No,0,
ATT00834,MEM0047,M006,Yes,1,20:35
ATT00835,MEM0047,M007,No,0,
ATT00836,MEM0047,M008,No,0,
ATT00837,MEM0047,M009,Yes,1,18:35
ATT00838,MEM0047,M010,No,0,
ATT00839,MEM0047,M011,Yes,1,18:25
ATT00840,MEM0047,M012,Yes,1,19:50
ATT00841,MEM0047,M013,No,0,
ATT00842,MEM0047,M014,Yes,1,18:30
ATT00843,MEM0047,M015,No,0,
ATT00844,MEM0047,M016,No,0,
ATT00845,MEM0047,M017,Yes,1,19:30
ATT00846,MEM0047,M018,Yes,1,18:45
ATT00847,MEM0048,M001,Yes,1,20:30
ATT00848,MEM0048,M002,No,0,
ATT00849,MEM0048,M003,Yes,2,18:05
ATT00850,MEM0048,M004,No,0,
ATT00851,MEM0048,M005,No,0,
ATT00852,MEM0048,M006,Yes,2,19:10
ATT00853,MEM0048,M007,Yes,2,18:50
ATT00854,MEM0048,M008,No,0,
ATT00855,MEM0048,M009,Yes,1,19:30
ATT00856,MEM0048,M010,Yes,1,19:50
ATT00857,MEM0048,M011,Yes,1,19:15
ATT00858,MEM0048,M012,No,0,
ATT00859,MEM0048,M013,No,0,
ATT00860,MEM0048,M014,No,0,
ATT00861,MEM0048,M015,No,0,
ATT00862,MEM0048,M016,No,0,
ATT00863,MEM0048,M017,Yes,2,19:05
ATT00864,MEM0048,M018,Yes,2,19:10
ATT00865,MEM0049,M001,No,0,
ATT00866,MEM0049,M002,Yes,2,19:00
ATT00867,MEM0049,M003,No,0,
ATT00868,MEM0049,M004,Yes,2,19:25
ATT00869,MEM0049,M005,Yes,2,18:10
ATT00870,MEM0049,M006,No,0,
ATT00871,MEM0049,M007,Yes,2,19:35
ATT00872,MEM0049,M008,No,0,
ATT00873,MEM0049,M009,Yes,2,18:15
ATT00874,MEM0049,M010,No,0,
ATT00875,MEM0049,M011,No,0,
ATT00876,MEM0049,M012,Yes,2,18:15
ATT00877,MEM0049,M013,Yes,2,19:20
ATT00878,MEM0049,M014,Yes,2,19:55
ATT00879,MEM0049,M015,No,0,
ATT00880,MEM0049,M016,Yes,2,18:20
ATT00881,MEM0049,M017,No,0,
ATT00882,MEM0049,M018,Yes,2,18:45
ATT00883,MEM0050,M001,No,0,
ATT00884,MEM0050,M002,Yes,1,19:45
ATT00885,MEM0050,M003,No,0,
ATT00886,MEM0050,M004,No,0,
ATT00887,MEM0050,M005,Yes,1,19:10
ATT00888,MEM0050,M006,No,0,
ATT00889,MEM0050,M007,Yes,1,19:00
ATT00890,MEM0050,M008,Yes,1,19:10
ATT00891,MEM0050,M009,No,0,
ATT00892,MEM0050,M010,Yes,1,18:00
ATT00893,MEM0050,M011,Yes,1,19:25
ATT00894,MEM0050,M012,No,0,
ATT00895,MEM0050,M013,No,0,
ATT00896,MEM0050,M014,No,0,
ATT00897,MEM0050,M015,No,0,
ATT00898,MEM0050,M016,No,0,
ATT00899,MEM0050,M017,No,0,
ATT00900,MEM0050,M018,Yes,1,19:25
ATT00901,MEM0051,M001,No,0,
ATT00902,MEM0051,M002,Yes,4,19:25
ATT00903,MEM0051,M003,Yes,2,19:20
ATT00904,MEM0051,M004,No,0,
ATT00905,MEM0051,M005,No,0,
ATT00906,MEM0051,M006,No,0,
ATT00907,MEM0051,M007,Yes,6,19:05
ATT00908,MEM0051,M008,Yes,2,19:20
ATT00909,MEM0051,M009,No,0,
ATT00910,MEM0051,M010,No,0,
ATT00911,MEM0051,M011,Yes,2,19:55
ATT00912,MEM0051,M012,Yes,2,18:55
ATT00913,MEM0051,M013,No,0,
ATT00914,MEM0051,M014,No,0,
ATT00915,MEM0051,M015,No,0,
ATT00916,MEM0051,M016,No,0,
ATT00917,MEM0051,M017,Yes,4,19:35
ATT00918,MEM0051,M018,No,0,
ATT00919,MEM0052,M001,No,0,
ATT00920,MEM0052,M002,No,0,
ATT00921,MEM0052,M003,Yes,3,20:35
ATT00922,MEM0052,M004,No,0,
ATT00923,MEM0052,M005,Yes,3,19:55
ATT00924,MEM0052,M006,Yes,3,20:50
ATT00925,MEM0052,M007,Yes,3,18:15
ATT00926,MEM0052,M008,Yes,3,19:30
ATT00927,MEM0052,M009,Yes,3,19:55
ATT00928,MEM0052,M010,Yes,3,19:05
ATT00929,MEM0052,M011,Yes,3,19:40
ATT00930,MEM0052,M012,Yes,3,18:05
ATT00931,MEM0052,M013,Yes,2,18:35
ATT00932,MEM0052,M014,No,0,
ATT00933,MEM0052,M015,No,0,
ATT00934,MEM0052,M016,Yes,2,19:50
ATT00935,MEM0052,M017,Yes,2,19:30
ATT00936,MEM0052,M018,Yes,3,19:30
ATT00937,MEM0053,M001,Yes,1,20:30
ATT00938,MEM0053,M002,Yes,1,19:10
ATT00939,MEM0053,M003,No,0,
ATT00940,MEM0053,M004,No,0,
ATT00941,MEM0053,M005,No,0,
ATT00942,MEM0053,M006,Yes,1,18:45
ATT00943,MEM0053,M007,Yes,1,19:55
ATT00944,MEM0053,M008,No,0,
ATT00945,MEM0053,M009,No,0,
ATT00946,MEM0053,M010,No,0,
ATT00947,MEM0053,M011,No,0,
ATT00948,MEM0053,M012,Yes,1,20:45
ATT00949,MEM0053,M013,Yes,1,20:20
ATT00950,MEM0053,M014,No,0,
ATT00951,MEM0053,M015,No,0,
ATT00952,MEM0053,M016,Yes,1,19:10
ATT00953,MEM0053,M017,Yes,1,18:20
ATT00954,MEM0053,M018,No,0,
ATT00955,MEM0054,M001,No,0,
ATT00956,MEM0054,M002,No,0,
ATT00957,MEM0054,M003,Yes,2,18:00
ATT00958,MEM0054,M004,No,0,
ATT00959,MEM0054,M005,Yes,3,18:05
ATT00960,MEM0054,M006,Yes,3,19:35
ATT00961,MEM0054,M007,Yes,3,19:25
ATT00962,MEM0054,M008,No,0,
ATT00963,MEM0054,M009,Yes,3,18:20
ATT00964,MEM0054,M010,No,0,
ATT00965,MEM0054,M011,No,0,
ATT00966,MEM0054,M012,No,0,
ATT00967,MEM0054,M013,Yes,3,19:55
ATT00968,MEM0054,M014,No,0,
ATT00969,MEM0054,M015,Yes,3,20:05
ATT00970,MEM0054,M016,No,0,
ATT00971,MEM0054,M017,No,0,
ATT00972,MEM0054,M018,Yes,3,19:50
ATT00973,MEM0055,M001,No,0,
ATT00974,MEM0055,M002,Yes,6,19:05
ATT00975,MEM0055,M003,No,0,
ATT00976,MEM0055,M004,No,0,
ATT00977,MEM0055,M005,Yes,6,19:40
ATT00978,MEM0055,M006,No,0,
ATT00979,MEM0055,M007,Yes,6,19:05
ATT00980,MEM0055,M008,No,0,
ATT00981,MEM0055,M009,Yes,6,19:40
ATT00982,MEM0055,M010,No,0,
ATT00983,MEM0055,M011,No,0,
ATT00984,MEM0055,M012,No,0,
ATT00985,MEM0055,M013,No,0,
ATT00986,MEM0055,M014,No,0,
ATT00987,MEM0055,M015,Yes,6,19:20
ATT00988,MEM0055,M016,No,0,
ATT00989,MEM0055,M017,No,0,
ATT00990,MEM0055,M018,Yes,4,19:20
ATT00991,MEM0056,M001,Yes,1,19:30
ATT00992,MEM0056,M002,Yes,1,20:25
ATT00993,MEM0056,M003,Yes,1,19:35
ATT00994,MEM0056,M004,Yes,1,19:00
ATT00995,MEM0056,M005,No,0,
ATT00996,MEM0056,M006,Yes,1,19:20
ATT00997,MEM0056,M007,Yes,1,18:30
ATT00998,MEM0056,M008,Yes,1,19:40
ATT00999,MEM0056,M009,Yes,1,19:45
ATT01000,MEM0056,M010,Yes,1,19:35
ATT01001,MEM0056,M011,Yes,1,20:15
ATT01002,MEM0056,M012,No,0,
ATT01003,MEM0056,M013,Yes,1,19:50
ATT01004,MEM0056,M014,Yes,1,19:45
ATT01005,MEM0056,M015,Yes,1,19:05
ATT01006,MEM0056,M016,Yes,1,19:00
ATT01007,MEM0056,M017,Yes,1,19:30
ATT01008,MEM0056,M018,Yes,1,18:40
ATT01009,MEM0057,M001,Yes,1,19:10
ATT01010,MEM0057,M002,Yes,1,18:55
ATT01011,MEM0057,M003,Yes,1,19:35
ATT01012,MEM0057,M004,Yes,1,19:35
ATT01013,MEM0057,M005,Yes,1,19:30
ATT01014,MEM0057,M006,No,0,
ATT01015,MEM0057,M007,Yes,1,18:45
ATT01016,MEM0057,M008,Yes,1,18:25
ATT01017,MEM0057,M009,Yes,1,18:10
ATT01018,MEM0057,M010,Yes,1,19:55
ATT01019,MEM0057,M011,Yes,1,19:50
ATT01020,MEM0057,M012,Yes,1,19:55
ATT01021,MEM0057,M013,Yes,1,19:05
ATT01022,MEM0057,M014,No,0,
ATT01023,MEM0057,M015,Yes,1,19:55
ATT01024,MEM0057,M016,No,0,
ATT01025,MEM0057,M017,Yes,1,19:45
ATT01026,MEM0057,M018,Yes,1,18:00
ATT01027,MEM0058,M001,Yes,2,19:50
ATT01028,MEM0058,M002,Yes,2,20:15
ATT01029,MEM0058,M003,Yes,2,19:05
ATT01030,MEM0058,M004,Yes,2,18:00
ATT01031,MEM0058,M005,No,0,
ATT01032,MEM0058,M006,No,0,
ATT01033,MEM0058,M007,Yes,2,19:10
ATT01034,MEM0058,M008,No,0,
ATT01035,MEM0058,M009,Yes,2,20:20
ATT01036,MEM0058,M010,Yes,2,19:40
ATT01037,MEM0058,M011,No,0,
ATT01038,MEM0058,M012,No,0,
ATT01039,MEM0058,M013,No,0,
ATT01040,MEM0058,M014,No,0,
ATT01041,MEM0058,M015,No,0,
ATT01042,MEM0058,M016,Yes,2,20:55
ATT01043,MEM0058,M017,Yes,2,18:45
ATT01044,MEM0058,M018,No,0,
ATT01045,MEM0059,M001,Yes,2,19:30
ATT01046,MEM0059,M002,No,0,
ATT01047,MEM0059,M003,Yes,12,18:00
ATT01048,MEM0059,M004,Yes,4,19:20
ATT01049,MEM0059,M005,Yes,6,18:40
ATT01050,MEM0059,M006,No,0,
ATT01051,MEM0059,M007,Yes,2,19:35
ATT01052,MEM0059,M008,No,0,
ATT01053,MEM0059,M009,Yes,2,18:15
ATT01054,MEM0059,M010,No,0,
ATT01055,MEM0059,M011,Yes,2,19:45
ATT01056,MEM0059,M012,No,0,
ATT01057,MEM0059,M013,No,0,
ATT01058,MEM0059,M014,Yes,12,18:20
ATT01059,MEM0059,M015,Yes,6,19:35
ATT01060,MEM0059,M016,No,0,
ATT01061,MEM0059,M017,No,0,
ATT01062,MEM0059,M018,No,0,
ATT01063,MEM0060,M001,Yes,1,19:30
ATT01064,MEM0060,M002,No,0,
ATT01065,MEM0060,M003,Yes,4,18:45
ATT01066,MEM0060,M004,No,0,
ATT01067,MEM0060,M005,Yes,1,18:15
ATT01068,MEM0060,M006,Yes,1,18:30
ATT01069,MEM0060,M007,No,0,
ATT01070,MEM0060,M008,No,0,
ATT01071,MEM0060,M009,No,0,
ATT01072,MEM0060,M010,No,0,
ATT01073,MEM0060,M011,Yes,1,19:25
ATT01074,MEM0060,M012,Yes,1,19:10
ATT01075,MEM0060,M013,Yes,1,18:20
ATT01076,MEM0060,M014,No,0,
ATT01077,MEM0060,M015,No,0,
ATT01078,MEM0060,M016,No,0,
ATT01079,MEM0060,M017,Yes,2,19:20
ATT01080,MEM0060,M018,No,0,
ATT01081,MEM0061,M001,No,0,
ATT01082,MEM0061,M002,Yes,1,19:30
ATT01083,MEM0061,M003,Yes,1,18:40
ATT01084,MEM0061,M004,Yes,1,18:25
ATT01085,MEM0061,M005,Yes,1,20:35
ATT01086,MEM0061,M006,No,0,
ATT01087,MEM0061,M007,No,0,
ATT01088,MEM0061,M008,Yes,1,19:30
ATT01089,MEM0061,M009,Yes,1,19:00
ATT01090,MEM0061,M010,No,0,
ATT01091,MEM0061,M011,Yes,1,20:30
ATT01092,MEM0061,M012,No,0,
ATT01093,MEM0061,M013,No,0,
ATT01094,MEM0061,M014,No,0,
ATT01095,MEM0061,M015,Yes,1,19:15
ATT01096,MEM0061,M016,No,0,
ATT01097,MEM0061,M017,No,0,
ATT01098,MEM0061,M018,Yes,1,18:40
ATT01099,MEM0062,M001,Yes,1,19:45
ATT01100,MEM0062,M002,Yes,1,18:30
ATT01101,MEM0062,M003,Yes,1,19:50
ATT01102,MEM0062,M004,No,0,
ATT01103,MEM0062,M005,Yes,1,19:30
ATT01104,MEM0062,M006,Yes,1,19:20
ATT01105,MEM0062,M007,No,0,
ATT01106,MEM0062,M008,Yes,1,19:45
ATT01107,MEM0062,M009,No,0,
ATT01108,MEM0062,M010,Yes,1,19:00
ATT01109,MEM0062,M011,Yes,1,19:00
ATT01110,MEM0062,M012,Yes,1,19:45
ATT01111,MEM0062,M013,Yes,1,19:20
ATT01112,MEM0062,M014,No,0,
ATT01113,MEM0062,M015,Yes,1,18:05
ATT01114,MEM0062,M016,Yes,1,20:40
ATT01115,MEM0062,M017,Yes,1,18:55
ATT01116,MEM0062,M018,No,0,
ATT01117,MEM0063,M001,No,0,
ATT01118,MEM0063,M002,Yes,1,19:15
ATT01119,MEM0063,M003,Yes,1,18:15
ATT01120,MEM0063,M004,Yes,1,20:30
ATT01121,MEM0063,M005,Yes,1,19:45
ATT01122,MEM0063,M006,No,0,
ATT01123,MEM0063,M007,No,0,
ATT01124,MEM0063,M008,Yes,1,19:00
ATT01125,MEM0063,M009,No,0,
ATT01126,MEM0063,M010,No,0,
ATT01127,MEM0063,M011,No,0,
ATT01128,MEM0063,M012,No,0,
ATT01129,MEM0063,M013,No,0,
ATT01130,MEM0063,M014,Yes,1,19:45
ATT01131,MEM0063,M015,Yes,1,18:15
ATT01132,MEM0063,M016,No,0,
ATT01133,MEM0063,M017,No,0,
ATT01134,MEM0063,M018,Yes,1,19:00
ATT01135,MEM0064,M001,Yes,2,18:45
ATT01136,MEM0064,M002,Yes,1,19:15
ATT01137,MEM0064,M003,Yes,2,20:05
ATT01138,MEM0064,M004,No,0,
ATT01139,MEM0064,M005,Yes,1,19:40
ATT01140,MEM0064,M006,Yes,2,20:35
ATT01141,MEM0064,M007,Yes,1,19:15
ATT01142,MEM0064,M008,No,0,
ATT01143,MEM0064,M009,Yes,2,19:25
ATT01144,MEM0064,M010,Yes,1,19:30
ATT01145,MEM0064,M011,Yes,1,18:35
ATT01146,MEM0064,M012,Yes,1,19:20
ATT01147,MEM0064,M013,Yes,1,18:00
ATT01148,MEM0064,M014,No,0,
ATT01149,MEM0064,M015,Yes,2,19:25
ATT01150,MEM0064,M016,Yes,1,20:20
ATT01151,MEM0064,M017,No,0,
ATT01152,MEM0064,M018,Yes,1,20:00
ATT01153,MEM0065,M001,Yes,2,20:35
ATT01154,MEM0065,M002,No,0,
ATT01155,MEM0065,M003,No,0,
ATT01156,MEM0065,M004,No,0,
ATT01157,MEM0065,M005,No,0,
ATT01158,MEM0065,M006,No,0,
ATT01159,MEM0065,M007,No,0,
ATT01160,MEM0065,M008,No,0,
ATT01161,MEM0065,M009,Yes,2,18:15
ATT01162,MEM0065,M010,Yes,2,18:45
ATT01163,MEM0065,M011,No,0,
ATT01164,MEM0065,M012,No,0,
ATT01165,MEM0065,M013,No,0,
ATT01166,MEM0065,M014,No,0,
ATT01167,MEM0065,M015,No,0,
ATT01168,MEM0065,M016,No,0,
ATT01169,MEM0065,M017,No,0,
ATT01170,MEM0065,M018,Yes,2,19:10
ATT01171,MEM0066,M001,Yes,1,19:20
ATT01172,MEM0066,M002,No,0,
ATT01173,MEM0066,M003,No,0,
ATT01174,MEM0066,M004,Yes,1,19:40
ATT01175,MEM0066,M005,No,0,
ATT01176,MEM0066,M006,No,0,
ATT01177,MEM0066,M007,Yes,1,19:15
ATT01178,MEM0066,M008,Yes,1,20:35
ATT01179,MEM0066,M009,Yes,1,20:55
ATT01180,MEM0066,M010,No,0,
ATT01181,MEM0066,M011,Yes,1,18:20
ATT01182,MEM0066,M012,No,0,
ATT01183,MEM0066,M013,Yes,1,20:05
ATT01184,MEM0066,M014,Yes,1,19:35
ATT01185,MEM0066,M015,No,0,
ATT01186,MEM0066,M016,No,0,
ATT01187,MEM0066,M017,No,0,
ATT01188,MEM0066,M018,No,0,
ATT01189,MEM0067,M001,No,0,
ATT01190,MEM0067,M002,Yes,1,18:10
ATT01191,MEM0067,M003,Yes,1,19:35
ATT01192,MEM0067,M004,Yes,1,20:35
ATT01193,MEM0067,M005,No,0,
ATT01194,MEM0067,M006,No,0,
ATT01195,MEM0067,M007,Yes,1,19:40
ATT01196,MEM0067,M008,No,0,
ATT01197,MEM0067,M009,No,0,
ATT01198,MEM0067,M010,No,0,
ATT01199,MEM0067,M011,Yes,1,19:15
ATT01200,MEM0067,M012,No,0,
ATT01201,MEM0067,M013,No,0,
ATT01202,MEM0067,M014,No,0,
ATT01203,MEM0067,M015,Yes,1,19:35
ATT01204,MEM0067,M016,Yes,1,18:10
ATT01205,MEM0067,M017,Yes,1,20:10
ATT01206,MEM0067,M018,No,0,
ATT01207,MEM0068,M001,Yes,3,18:20
ATT01208,MEM0068,M002,Yes,3,19:00
ATT01209,MEM0068,M003,No,0,
ATT01210,MEM0068,M004,Yes,4,19:30
ATT01211,MEM0068,M005,Yes,3,19:50
ATT01212,MEM0068,M006,No,0,
ATT01213,MEM0068,M007,No,0,
ATT01214,MEM0068,M008,Yes,3,20:05
ATT01215,MEM0068,M009,Yes,2,20:00
ATT01216,MEM0068,M010,No,0,
ATT01217,MEM0068,M011,No,0,
ATT01218,MEM0068,M012,No,0,
ATT01219,MEM0068,M013,No,0,
